symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CHRM1	0.022913950990451508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18845854725960254	No data	No data	1	1	0	1	1	0	0.9456499999999999	1	-0.874036257553657	-0.20744991348439518	0	-1	No data	0	0.75	0.5
CHRM5	0.022913950990451508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18845854725960254	No data	No data	1	1	0	1	1	0	0.4360900000000001	0	-0.204730152115024	-0.5649789150175494	0	-1	No data	0	1	0.5
ALB	0.022544371135766808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18541889327154443	No data	No data	No data	0	1	1	1	1	0	No data	-0.6427380704313399	-0.12511711754295884	0	No data	No data	0	1	0
FGF21	0.02229798456597701	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1833924572795057	No data	No data	No data	0	1	0	0	0	0	No data	0.4542613044384247	-0.9113088491486373	0	No data	No data	0	1	1
PRKAA1	0.022254456271980815	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1830344535875789	No data	No data	0.75	0	0	1	1	0	0.93739	1	-0.5244842675557408	-0.28874180790978615	0	-1	No data	-0.38282750000000015	-1	-1
PRKAB1	0.022254456271980815	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1830344535875789	No data	No data	0.75	0	0	1	1	0	0.8333350000000003	No data	-0.08241300270889773	-0.9628488867703263	0	-1	No data	-0.2407399999999999	-1	-1
PRKAA2	0.022254456271980815	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1830344535875789	No data	No data	0.75	0	0	1	1	1	0.8913049999999998	No data	0.012710981454469694	-0.3341579599788755	0	-1	No data	-0.4067025000000001	0.5	0
VEGFA	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	1	0	1	1	1	0	0.18987499999999996	No data	-0.0866847259845801	-0.9928719045622186	0	-1	No data	0	-1	-1
IL7R	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	No data	1	0	0	0	0	0	No data	0.16263804959366546	0	0	No data	-1	0	0.5	0
EIF2AK2	0.021764146998099105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17900184596342175	No data	No data	No data	0	0	1	1	0	0	No data	-0.47905813711189826	-0.6369497732103518	0	No data	No data	0	-1	-1
DUT	0.021463966027238535	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1765329714464546	No data	No data	No data	0	0	1	1	0	0	No data	0.25713690352156693	-0.2968774632995319	-1	No data	No data	No data	-1	-1
INHBE	0.021435631571712705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1762999313073701	No data	No data	No data	0	1	0	0	0	0.11428500000000028	No data	0.5657428630964785	No data	0	No data	No data	0	1	0.5
ACTB	0.020778600718939905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17089610199526684	No data	No data	No data	0	0	0	0	0	1	No data	-0.8476765992915191	-0.9060640781303275	0	No data	No data	-0.9733325	-1	-1
PDC	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17022062333125393	No data	No data	No data	0	0	0	0	0	0.4105699999999999	No data	0.5534486351323191	-0.9262843076680124	0	No data	No data	0	1	1
PKM	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17022062333125393	No data	No data	No data	0	0	1	1	1	0.8870049999999999	1	-0.6481558658053761	No data	-1	No data	No data	-0.2702449999999999	0.5	-1
LAMP1	0.02014210208031625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16566114234916676	No data	No data	No data	1	0	0	0	0	0	No data	-0.6232548447593249	-0.21342152618624072	0	No data	No data	0	-1	-1
CD4	0.020121029191141726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1654878258363555	No data	No data	1	1	0	0	1	0	0	No data	-0.24786413836215881	-0.25143122941720414	0	No data	No data	No data	0.5	-1
IL16	0.019587732298289195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1611016613670796	No data	No data	No data	1	1	0	0	0	0.04279500000000027	No data	-0.2751614919774953	0	0	-1	No data	0	0.5	0
GSR	0.01940437962593728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15959365524967073	No data	No data	1	0	0	1	1	1	0.15709000000000017	0	-0.002917274432173378	-0.5076406198771355	0	-1	No data	0	-1	-1
ERVW-1	0.01939267626387227	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1594973995400489	No data	No data	0.5	1	0	0	0	0	0	No data	No data	No data	-1	No data	No data	0	1	0.5
ATG13	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15806200737902149	No data	No data	No data	1	0	0	0	0	0.10908999999999977	No data	-0.7186913940404251	-0.6450488964823942	0	No data	No data	No data	-1	-1
IL17A	0.01897689892735198	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15607778880348355	No data	No data	1	0	1	1	1	0	0	No data	0.2833923734111272	-0.8363396721742761	0	No data	No data	0	0.5	1
NOS2	0.018920435338441816	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15561339722197468	No data	No data	0.75	0	0	1	1	1	0.02862000000000009	0	-0.1893102729735362	-0.9792704462196485	0	-1	No data	0	0.75	0.5
ADRB2	0.018550855483757112	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15257374323391656	No data	No data	1	1	0	1	1	1	0.4067799999999998	1	-0.3875807459887477	-0.8848685687398818	0	-1	No data	0	-1	0
TNFSF13	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	0.75	0	1	0	0	0	0	No data	-0.5756407584913523	0	0	No data	No data	0	0.5	-1
IDH1	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	1	0	0	1	1	1	0.7826099999999997	1	0.47687018128776826	-0.30744733073070546	0	No data	-1	-0.21497500000000008	0.5	-1
KIR3DL2	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	0.5	1	0	0	0	0	No data	No data	0.8902896436757657	No data	0	No data	No data	-0.5879124999999998	0.5	1
KRT20	0.018427238983835872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1515570444549857	No data	No data	No data	0	0	0	0	0	0	No data	0.44811419045634504	No data	0	No data	No data	0	1	0.5
PPARGC1A	0.017996485701730066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14801426225182943	No data	No data	No data	0	0	1	0	0	0.718045	No data	-0.8012085851219004	-0.9682996296105175	0	No data	No data	0	0.5	0
IL7	0.017996485701730066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14801426225182943	No data	No data	No data	0	1	0	0	0	0	No data	-0.6789956240883517	0	0	-1	No data	No data	-1	0
AVP	0.017098201332704746	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14062621436418818	No data	No data	No data	0	1	0	0	0	0.08536500000000018	No data	0.5787664096686809	-0.7900632894946791	0	No data	No data	0	1	0.5
PSIP1	0.01702900777102211	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1400571235897573	No data	No data	No data	0	0	0	1	0	0.6132100000000001	No data	-0.8027714107105647	-0.7143856877689971	0	No data	-1	0	-1	-1
FLNA	0.017000673315496286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13982408345067285	No data	No data	0.75	1	0	0	0	1	0.8507750000000002	No data	-0.9886434673890394	-0.957189676342653	0	No data	No data	-0.3209299999999999	0.5	-1
CXCR3	0.017000673315496286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13982408345067285	No data	No data	No data	1	0	1	1	0	0.2798900000000003	No data	0.07272348405917906	-0.793145888549033	0	No data	No data	0	0.5	0.5
NFKB1	0.016952192148617578	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13942534425972236	No data	No data	0.75	0	0	1	1	0	0.3550049999999999	No data	-0.9505105230256303	-0.9126578339030039	0	-1	No data	0	-1	-1
GTF2H4	0.016877480030601383	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1388108654546535	No data	No data	No data	0	0	0	0	0	0.9458849999999999	No data	-0.12387997499479053	No data	-1	No data	No data	No data	-1	-1
BTG3	0.016871320366356638	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13876020455485252	No data	No data	No data	No data	No data	0	0	0	0.6825400000000001	No data	-0.6465930402167118	-0.1684471026633641	0	No data	No data	0	-1	-1
LAMP2	0.01681588338815393	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1383042564566438	No data	No data	No data	0	0	0	0	0	0	No data	-0.3303813294436341	-0.9512683910565664	0	No data	No data	0	-1	-1
FKBP4	0.016631093460811583	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	No data	0	0	1	1	0	0.48801500000000003	No data	-0.49260262554698897	-0.8795260137897634	0	No data	No data	0	-1	-1
H3P42	0.016631093460811583	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PMPCB	0.016631093460811583	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	No data	0	0	0	0	0	0.509205	No data	-0.01500312565117734	-0.666822823390612	-1	No data	No data	0	-1	-1
NFKB2	0.016631093460811583	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	0.75	0	0	1	1	0	0.5888899999999999	No data	-0.92863096478433	-0.8336993650447724	0	No data	No data	0	-1	0
SERPINA6	0.01626151360612688	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13374477547455663	No data	No data	No data	0	1	0	1	0	0	No data	0.6059595749114399	-0.2546822409308924	0	No data	No data	0	1	0.5
MT-RNR1	0.01626151360612688	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13374477547455663	No data	No data	No data	0	1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NLRP3	0.01626151360612688	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13374477547455663	No data	No data	0.5	0	1	No data	No data	No data	0.13926500000000033	1	-0.47228589289435297	-0.9329632358017148	0	No data	No data	0	1	0
ANP32B	0.01626151360612688	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13374477547455663	No data	No data	No data	0	0	0	0	0	0.34262999999999977	No data	-0.7137945405292769	-0.8732959741102442	0	No data	No data	-0.28286750000000005	-1	-1
ARTN	0.01626151360612688	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13374477547455663	No data	No data	No data	0	1	0	0	0	0	No data	0.14471764951031463	-0.19191867970797666	0	No data	No data	0	-1	0
CD69	0.016107522000008253	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13247825297953242	No data	No data	No data	1	0	1	1	0	0	No data	0.006563867472390017	0	0	-1	No data	0	0.75	0
CD19	0.01587797184582076	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13059029011361636	No data	No data	1	1	0	0	0	0	0	No data	-0.6839966659720775	-0.7054714773459061	0	No data	No data	No data	0.75	0.5
TSPO	0.015871401537293026	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1305362518204953	No data	No data	1	0	0	1	1	0	0.05325500000000005	No data	0.6362783913315273	-0.37488308494159406	0	-1	No data	0	0.5	-1
REN	0.015594216646279503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12825651132945173	No data	No data	1	0	1	1	1	1	0	1	0.062096270056261726	-0.9544788416529667	0	-1	No data	0	1	0.5
KLRC2	0.015522353896757475	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12766546749844043	No data	No data	No data	1	0	0	0	0	0	No data	0.8313190247968327	0	0	No data	No data	-0.7294374999999998	0.5	0.5
PTGS2	0.015039846864252448	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12369703034736457	No data	No data	1	0	0	1	1	0	0.3377499999999998	0	-0.8072515107314024	-0.9747515556027039	0	-1	No data	-0.027317500000000015	0.5	0
B3GAT1	0.014967984114730425	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12310598651635328	No data	No data	No data	0	1	0	0	0	0.92515	No data	-0.32819337361950407	No data	0	No data	No data	0	1	0
SLC6A11	0.014783194187388075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	0	0	1	1	0	0.7072800000000001	No data	-0.33277766201291936	No data	0	No data	No data	-0.1178799999999999	1	0.5
CHRNA1	0.014783194187388075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	1	1	0	1	1	0	0.7155349999999998	No data	0.20723067305688692	-0.7286615212132999	0	-1	No data	0	1	0.5
EPO	0.014783194187388075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	0	1	0	0	0	0	No data	-0.01802458845592836	-0.9469868499371722	0	No data	No data	No data	1	0.5
HTR1A	0.014464944868076245	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11896867969927419	No data	No data	1	1	0	1	1	0	0.40758500000000025	1	-0.2592206709731194	-0.2932470330880932	0	-1	No data	0	0.75	0.5
STAB1	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	1	0	0	0	0	0.09144000000000005	No data	-0.13127734944780167	0	0	No data	No data	0	0.5	0
HSP90B2P	0.014031304505246197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11540215235328599	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAP	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	0.75	1	1	1	1	1	0.480265	No data	0.23327776620129193	No data	0	No data	No data	0	0.5	0
CPT2	0.013489664695991613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11094737056412084	No data	No data	1	0	0	1	1	0	0.36169999999999974	No data	0.31600333402792247	-0.39200627018009526	0	No data	No data	0	0.5	-1
GRIK2	0.013345939196947565	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10976528290209825	No data	No data	1	1	0	1	1	0	0.9504399999999997	No data	-0.8088143363200667	-0.30076242454323804	0	No data	No data	-0.47136500000000014	1	0.5
ASIP	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	1	0	0	0	0	No data	0.6655553240258387	-0.7261688422374174	0	No data	No data	0	0.75	0
ADIPOQ	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	1	0	0	0	0.15983500000000034	No data	0.9309231089810377	-0.9715342497923681	0	No data	No data	0	0.75	0
SELENOP	0.012935294913964564	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1063878895820337	No data	No data	No data	0	1	0	0	0	0	No data	0.2267138987289019	-0.9060640781303275	0	No data	No data	No data	0.75	-1
MYOG	0.012565715059279862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10334823559397559	No data	No data	No data	0	0	0	0	0	0.7544649999999997	No data	-0.6187747447384873	-0.6906147423759131	0	No data	No data	0	0.75	0.5
KIR3DS1	0.012565715059279862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10334823559397559	No data	No data	No data	1	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GAL	0.012011345277252809	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09878875461188842	No data	No data	No data	0	1	0	0	0	0	No data	0.790893936236716	-0.33708292678262475	0	-1	No data	No data	1	0
MBL2	0.011841954510522319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09739557986736178	No data	No data	No data	0	1	0	0	0	0	No data	0.7664096686809752	0	0	No data	No data	No data	1	1
NRSN1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	0	0	0	0	0.6153849999999998	No data	0.6148155865805376	-0.2024885471391505	0	No data	No data	0	0.75	0.5
CD9	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	0	0	0	0	0.451755	No data	-0.062096270056261726	-0.43664574443225135	0	No data	No data	0	-1	-1
AMPD1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	No data	No data	0	1	0	0.6385550000000002	No data	0.35059387372369244	-0.5489623301856178	0	-1	No data	-0.01606500000000004	0.75	0.5
C3	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	1	0	1	0	1	1	0	No data	-0.7485934569702022	-0.95933250765343	0	-1	No data	0	1	-1
ATG5	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.836365	No data	-0.7637007709939571	-0.8442421903819708	0	No data	No data	No data	-1	-1
CHP1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.9487200000000001	No data	-0.4510314648885184	-0.7584281386352243	0	No data	No data	-0.038462499999999976	-1	-1
ASPA	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	1	0.31310000000000004	No data	0.2326526359658263	-0.8321340233561116	0	No data	No data	0	0.5	0
ADCK1	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	1	1	0	0.41682500000000006	No data	0.4344655136486768	0	0	No data	No data	0	-1	-1
ASPM	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	0	0	0	0	0	No data	-0.20441758699729107	-0.33054237750508253	0	No data	No data	0	0.75	0.5
TMED2	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.9502499999999998	No data	-0.6096061679516567	-0.8368344069042363	0	No data	No data	0	-1	-1
TMPRSS11D	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	1	1	1	1	0	0	No data	0.005834548864346756	0	0	No data	No data	0	0.75	0.5
TPPP	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.58904	No data	0.007918316315899121	-0.2922358052807819	0	No data	No data	0	1	0
ROPN1L	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0	No data	0.6508647634923943	-0.14656160493226156	0	No data	No data	0	1	0.5
A1CF	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	0	0	0	0	0	0.67577	No data	-0.035840800166701436	-0.7773186622732439	0	No data	No data	0	1	0.5
H3P19	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ISYNA1	0.011436443281076604	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09406040396379803	No data	No data	No data	0	0	0	0	0	0.41756499999999974	No data	-0.0907480725151073	-0.75799463325882	0	No data	No data	No data	0.5	0
GPC5	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0.2832149999999999	No data	0.21296103354865603	No data	0	No data	No data	0	0.5	0.5
C4A	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	1	0	0	0	0	No data	0.5740779329026882	-0.8580026181097578	No data	No data	No data	-0.9856649999999998	0.5	0
IL17F	0.010512493644364851	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08646126899365278	No data	No data	1	0	1	0	0	0	0	No data	0.3250677224421754	0	0	No data	No data	0	0.5	1
TAC1	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	No data	0	1	0	0	0	0.7674399999999999	No data	-0.4512398416336737	-0.2024885471391505	0	No data	No data	No data	1	0
ENPP2	0.010163446003829301	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08359048467159791	No data	No data	0.75	0	1	1	1	0	0.7045200000000001	1	-0.5855386538862263	-0.9054232569613763	0	No data	No data	0	1	-1
EDNRA	0.009883797247117874	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08129047982063392	No data	No data	1	1	0	1	1	0	0.6135849999999998	1	-0.8180871014794748	-0.9768455394215775	0	-1	No data	0	0.5	0
FKBP5	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	1	1	0	0.35448499999999966	1	-0.6048135028130861	-0.6226492049380213	0	-1	No data	0	0.5	-1
